state,year,spirits,unemp,income,emppop,beertax,baptist,mormon,drinkage,dry,youngdrivers,miles,breath,jail,service,fatal,nfatal,sfatal,fatal1517,nfatal1517,fatal1820,nfatal1820,fatal2124,nfatal2124,afatal,pop,pop1517,pop1820,pop2124,milestot,unempus,emppopus,gsp
ar,1983,1.200000047683716,10.10000038146973,10433.486328125,53.81479263305664,.6754587292671204,23.00090026855469,.3434099853038788,21,36.43009948730469,.1941689997911453,7175.9169921875,no,no,no,557,88,47,35,2,65,19,73,22,247.8569946289063,2324999,118000.0703125,120698.1015625,159000.171875,16684,9.600000381469727,57.90000152587891,.040144395083189
ar,1984,1.220000028610229,8.899999618530273,10916.4833984375,54.67127990722656,.598901093006134,23.03459930419922,.3592399954795837,21,36.10400009155273,.186379998922348,7084.81982421875,no,no,no,525,81,48,34,2,72,24,67,18,182.7070007324219,2346001.75,115000.0703125,120129.390625,162000.09375,16621,7.5,59.50000381469727,.0835973173379898
ar,1985,1.120000004768372,8.699999809265137,11149.3642578125,54.97711944580078,.5773305296897888,23.06839942932129,.375789999961853,21,35.90499877929688,.1892919987440109,7253.91796875,no,no,no,534,73,43,45,7,56,13,57,19,198.1540069580078,2359001,113000.0234375,119563.3671875,161000.125,17112,7.199999809265137,60.10000228881836,.0046021789312363
ar,1986,.9200000166893005,8.699999809265137,11399.380859375,55.56186294555664,.562435507774353,23.10219955444336,.3931100070476532,21,39.56959915161133,.1619569957256317,7468.9990234375,no,no,no,603,108,67,48,7,66,22,78,22,237.5169982910156,2371000.5,115000.078125,119000,145000.015625,17709,7,60.70000076293945,.0297692362219095
ar,1987,1.009999990463257,8.100000381469727,11537,56.33089447021484,.5450000166893005,23.13610076904297,.4112299978733063,21,39.28789901733398,.1641319990158081,7665.83056640625,no,no,no,639,110,61,58,15,72,19,65,17,221.9049987792969,2387999.5,115999.9921875,117000.875,142000.140625,18306,6.199999809265137,61.5,.0019300312269479
ar,1988,.9900000095367432,7.699999809265137,11760.3466796875,57.36695098876953,.5245428681373596,23.17000007629395,.4301800131797791,21,39.28789901733398,.1675409972667694,8024.62548828125,no,no,no,610,86,55,41,6,61,16,69,21,208.8500061035156,2395002.75,114000.03125,109999.1015625,145999.921875,19219,5.5,62.30000305175781,.0337335057556629
ca,1982,2.210000038146973,9.899999618530273,15797.1357421875,59.51593017578125,.1073985695838928,1.723099946975708,1.678539991378784,21,0,.1901959925889969,6858.6767578125,no,no,no,4615,944,553,241,61,567,161,758,249,1379.130004882813,24785976,1157001.75,1321004.375,1892998.125,169999,9.699999809265137,57.79999923706055,-.0116860223934054
ca,1983,2.150000095367432,9.699999809265137,15970.18359375,59.25233459472656,.1032110154628754,1.734699964523315,1.667919993400574,21,0,.183568999171257,7216.29150390625,no,no,no,4573,856,487,232,39,513,141,702,206,1251.599975585938,25311062,1126000.5,1309863.125,1886001.75,182652,9.600000381469727,57.90000152587891,.0530366823077202
ca,1984,2.069999933242798,7.800000190734863,16590.109375,60.69825744628906,.0989011004567146,1.746399998664856,1.657359957695007,21,0,.1741310060024261,7619.17578125,no,no,no,5020,957,559,267,68,593,177,770,215,1421.819946289063,25795048,1104999.875,1298815.875,1873999.125,196537,7.5,59.50000381469727,.0724609941244125
ca,1985,1.970000028610229,7.199999809265137,16985.169921875,61.33170700073242,.0953389853239059,1.75820004940033,1.646870017051697,21,0,.1678960025310516,7874.06689453125,no,no,no,4960,887,499,302,65,545,139,762,226,1243.920043945313,26365028,1106000.25,1287861.75,1854998.5,207600,7.199999809265137,60.10000228881836,.0483305044472218
ca,1986,1.850000023841858,6.699999809265137,17356.037109375,62.00846862792969,.0928792580962181,1.770099997520447,1.63644003868103,21,0,.1643709987401962,8034.91015625,no,no,no,5253,880,510,318,62,571,141,757,185,1309.910034179688,27001048,1172000.25,1277000,1766998.875,216951,7,60.70000076293945,.0466814301908016
ca,1987,1.779999971389771,5.800000190734863,17846,63.07429504394531,.0900000035762787,1.782099962234497,1.62608003616333,21,0,.1606819927692413,8180.63330078125,no,no,no,5504,944,531,302,50,601,137,717,199,1431.569946289063,27663018,1163001.25,1268012.75,1753999.75,226301,6.199999809265137,61.5,.0697363466024399
ca,1988,1.720000028610229,5.300000190734863,18049.0859375,63.78365707397461,.0866217538714409,1.794100046157837,1.615779995918274,21,0,.1486839950084686,8531.990234375,no,.z,.z,5390,936,541,246,48,583,144,702,197,1246.7099609375,28314028,1126998,1227988.875,1770000.75,241575.015625,5.5,62.30000305175781,.049020379781723
co,1982,2.25,7.699999809265137,15082.3388671875,64.96673583984375,.2147971391677856,2.299999952316284,1.823009967803955,21,.1131509989500046,.2291480004787445,7742.841796875,no,no,yes,668,140,96,27,5,91,36,100,35,219.75,3071998.75,143000.140625,169956.84375,246000.046875,23786,9.699999809265137,57.79999923706055,.0120430486276746
co,1983,2.150000095367432,6.599999904632568,15131.880859375,67.30021667480469,.2064220309257507,2.299999952316284,1.834619998931885,21,.0908219963312149,.2076579928398132,7656.06298828125,yes,no,yes,646,146,92,44,12,68,20,98,30,217.3500061035156,3149007.5,139999.875,167671.96875,243000.109375,24109,9.600000381469727,57.90000152587891,.029179397970438
co,1984,2.150000095367432,5.599999904632568,15486.8134765625,68.66242218017578,.1978022009134293,2.299999952316284,1.846310019493103,21,.0758619979023933,.1921550035476685,7707.8525390625,yes,no,yes,608,104,73,53,14,71,14,101,28,202.9400024414063,3189993.5,137000.109375,165417.8125,239000.078125,24588,7.5,59.50000381469727,.055347241461277
co,1985,2.049999952316284,5.900000095367432,15569.9150390625,67.85414886474609,.1906779706478119,2.299999952316284,1.85808002948761,21,.0748990029096603,.1920280009508133,8092.20947265625,yes,no,yes,579,96,63,35,7,58,16,100,28,186.7299957275391,3231008.75,137000.234375,163193.953125,232999.765625,26146,7.199999809265137,60.10000228881836,.0243076477199793
co,1986,1.809999942779541,7.400000095367432,15616.0986328125,64.98344421386719,.1857585161924362,2.299999952316284,1.869910001754761,21,.0740970000624657,.192100003361702,8131.37451171875,yes,no,yes,603,116,75,50,9,76,18,101,37,175.3699951171875,3265991.5,147000.015625,161000,220999.796875,26557,7,60.70000076293945,.0165260955691338
co,1987,1.779999971389771,7.699999809265137,15605,64.21829986572266,.1800000071525574,2.299999952316284,1.881829977035522,21,.0580700002610683,.192999005317688,8182.02783203125,yes,no,yes,591,90,64,42,7,54,16,59,16,140.2599945068359,3296004.5,143999.828125,156999.5625,216000.109375,26968,6.199999809265137,61.5,-.0235823094844818
co,1988,1.740000009536743,6.400000095367432,15845.04296875,65.30445098876953,.1732435077428818,2.299999952316284,1.89382004737854,21,.0580700002610683,.1802600026130676,8380.7685546875,yes,no,yes,497,93,66,33,6,44,16,69,23,132.9499969482422,3301009.75,136000.03125,149001.015625,208999.71875,27664.998046875,5.5,62.30000305175781,.0086260456591845
ct,1982,2.420000076293945,6.900000095367432,17255.369140625,61.72941970825195,.2243436723947525,.1000000014901161,.2333099991083145,18.5,.2270549982786179,.1928409934043884,6440.0537109375,no,no,no,515,158,90,39,8,86,35,96,42,195.1100006103516,3126992.5,169999.828125,162300.140625,216000.203125,20138,9.699999809265137,57.79999923706055,-.0029880062211305
ct,1983,2.460000038146973,6,17744.265625,62.29440689086914,.2335630804300308,.1000000014901161,.2519800066947937,19.25,.0828030034899712,.1893499940633774,6570.04296875,no,no,no,438,118,85,29,11,61,28,87,31,171.2200012207031,3140010,164000.25,160443.484375,215999.875,20630,9.600000381469727,57.90000152587891,.0736263245344162
ct,1984,2.410000085830688,4.599999904632568,18760.439453125,65.03468322753906,.2480109930038452,.1000000014901161,.2721599936485291,20,.0806339979171753,.1818570047616959,6680.19287109375,no,no,no,469,126,85,32,6,65,25,81,30,171.6999969482422,3154998.75,158999.890625,158608.078125,216000,21076,7.5,59.50000381469727,.0778200030326843
ct,1985,2.410000085830688,4.900000095367432,19312.5,65.91092681884766,.2390784025192261,.1000000014901161,.2939499914646149,20.32999992370605,.0801509991288185,.1789470016956329,6979.21484375,no,yes,yes,448,103,71,35,1,53,15,64,24,150.75,3173996,155000.3125,156793.65625,216000.21875,22152,7.199999809265137,60.10000228881836,.0505844913423061
ct,1986,2.309999942779541,3.799999952316284,20152.734375,67.24276733398438,.232910230755806,.1000000014901161,.3174799978733063,21,.0798619985580444,.1716690063476563,7661.74462890625,no,yes,yes,450,114,63,37,11,56,14,63,26,145.75,3193006.5,152000.03125,155000,200000,24464,7,60.70000076293945,.0636906549334526
ct,1987,2.25,3.299999952316284,21192,67.63767242431641,.2256900072097778,.1000000014901161,.3429000079631805,21,.0809720009565353,.1660089939832687,8338.5341796875,no,yes,yes,449,102,61,31,3,42,11,69,30,165.5099945068359,3210996,145999.84375,150000,194000.0625,26775,6.199999809265137,61.5,.0757368803024292
ct,1988,2.150000095367432,3,22193.455078125,67.06396484375,.2172184884548187,.1000000014901161,.3703500032424927,21,.0809720009565353,.1570679992437363,8061.2353515625,no,yes,yes,484,93,62,40,7,57,17,76,32,135.4199981689453,3233003.25,135999.828125,143000.5,201999.796875,26062,5.5,62.30000305175781,.0512114241719246
de,1982,2.589999914169312,8.5,14263.7236328125,60.3104248046875,.1730310171842575,.699999988079071,.2000000029802322,20,0,.2055429965257645,7651.65380859375,yes,no,no,122,34,23,5,2,24,9,23,14,45.65000152587891,600001,31000.0625,36772.8984375,47999.96484375,4591,9.699999809265137,57.79999923706055,.0079685309901834
de,1983,2.630000114440918,8.100000381469727,14500,59.8684196472168,.1662843972444534,.699999988079071,.2000000029802322,20,0,.1994830071926117,8062.69970703125,yes,no,no,110,26,14,8,2,9,3,18,7,33,606000.5,29999.962890625,36059.1640625,48000,4886,9.600000381469727,57.90000152587891,.0567112825810909
de,1984,2.569999933242798,6.199999809265137,14925.2744140625,62.41901016235352,.1593406498432159,.699999988079071,.2000000029802322,21,0,.1931820064783096,8368.0625,yes,no,no,130,28,16,8,0,15,3,17,8,28.68000030517578,614001.125,29000.0078125,35359.27734375,47000.015625,5138,7.5,59.50000381469727,.052361223846674
de,1985,2.549999952316284,5.300000190734863,15408.8984375,63.55932235717773,.1536016911268234,.699999988079071,.2000000029802322,21,0,.1833419948816299,8625.4248046875,yes,no,no,104,21,12,7,2,10,2,21,3,38.88000106811523,621998.375,27999.998046875,34672.9765625,46999.94921875,5365,7.199999809265137,60.10000228881836,.0378007479012012
de,1986,2.420000076293945,4.300000190734863,15822.4970703125,64.58332824707031,.1496388018131256,.699999988079071,.2000000029802322,21,0,.1776169985532761,9045.8173828125,yes,no,no,136,33,20,10,5,18,6,22,8,45.54999923706055,632999.75,28999.96484375,34000,41000.02734375,5726,7,60.70000076293945,.0399404913187027
de,1987,2.369999885559082,3.200000047683716,16407,65.51020050048828,.1449999958276749,.699999988079071,.2000000029802322,21,0,.1690469980239868,9450.3076171875,yes,no,no,146,27,16,9,3,9,1,24,10,41.84000015258789,644000.1875,28999.984375,33999.47265625,40999.9921875,6086,6.199999809265137,61.5,.0614631175994873
de,1988,2.319999933242798,3.200000047683716,16998.07421875,67.59999847412109,.1395572572946548,.699999988079071,.2000000029802322,21,0,.1587509959936142,9703.0205078125,yes,no,no,160,32,18,9,1,19,2,20,7,42.84000015258789,660000.6875,27999.962890625,30000.15625,45000.04296875,6404,5.5,62.30000305175781,.0714475437998772
fl,1982,2.509999990463257,8.199999809265137,13502.38671875,53.48780059814453,1.073985695838928,9.152600288391113,.4000000059604645,19,0,.1814759969711304,7587.1298828125,yes,no,yes,2653,587,282,148,35,259,86,350,123,810.760009765625,10478007,476999.28125,492108.40625,687999.9375,79498,9.699999809265137,57.79999923706055,.0053853965364397
fl,1983,2.460000038146973,8.600000381469727,13924.3115234375,53.72707748413086,1.17041277885437,8.936699867248535,.4000000059604645,19,0,.177945002913475,7604.25439453125,yes,no,yes,2686,562,291,132,30,274,92,317,110,963.9000244140625,10753980,467000.40625,497250.15625,701000.1875,81776,9.600000381469727,57.90000152587891,.0770847946405411
fl,1984,2.349999904632568,6.300000190734863,14307.6923828125,55.62102890014648,1.186813235282898,8.72599983215332,.4000000059604645,19,0,.1787199974060059,7735.3046875,yes,no,yes,2814,566,311,150,29,270,88,344,129,744.3800048828125,11049985,459000.5625,502445.65625,713000.6875,85475,7.5,59.50000381469727,.0808424204587936
fl,1985,2.269999980926514,6,14760.5927734375,56.36853408813477,1.144067883491516,8.520199775695801,.4000000059604645,20,0,.170072004199028,7747.31103515625,yes,no,yes,2832,490,254,146,24,239,79,341,101,690.2000122070313,11366008,456999.78125,507695.375,718999.75,88056,7.199999809265137,60.10000228881836,.0592894107103348
fl,1986,2.240000009536743,5.699999809265137,15102.1669921875,57.44054412841797,1.114551186561584,8.319299697875977,.4000000059604645,21,0,.162554994225502,7768.755859375,yes,no,yes,2830,530,296,173,39,263,92,347,94,806.8400268554688,11694022,474999.375,513000,670999.5,90848,7,60.70000076293945,.0535695888102055
fl,1987,2.170000076293945,5.300000190734863,15584,58.9433479309082,1.080000042915344,8.123100280761719,.4000000059604645,21,0,.1612579971551895,7788.33056640625,yes,no,yes,2839,493,262,166,32,227,75,326,94,778.969970703125,12022987,483000.40625,512994.34375,670000.25,93639,6.199999809265137,61.5,.0625311434268951
fl,1988,2.079999923706055,5,15979.7880859375,59.79093170166016,1.039461016654968,7.931600093841553,.4000000059604645,21,0,.1575630009174347,8538.23046875,yes,no,yes,3078,573,315,184,42,278,73,382,145,794.75,12334992,477000.28125,492000.59375,698999.9375,105319.0078125,5.5,62.30000305175781,.0507521443068981
ga,1982,1.940000057220459,7.800000190734863,11774.462890625,60.07344055175781,2.720763683319092,24.65609931945801,.4264099895954132,19,.4989399909973145,.2102639973163605,8623.4443359375,no,no,no,1229,225,132,90,16,131,41,161,59,443.2300109863281,5650990.5,303999.625,323855.625,420999.78125,48731.00390625,9.699999809265137,57.79999923706055,.006098160520196
ga,1983,1.990000009536743,7.5,12237.3857421875,59.85541915893555,2.614678859710693,24.38850021362305,.4402599930763245,19,.4999099969863892,.2069810032844543,8518.58984375,no,no,no,1296,217,134,97,19,141,45,160,41,389.5,5732991,297000.3125,324141.34375,427000.3125,48837,9.600000381469727,57.90000152587891,.0790373906493187
ga,1984,1.970000028610229,6,12957.142578125,61.21197891235352,2.505494356155396,24.12389945983887,.4545600116252899,19,.450190007686615,.2053319960832596,8641.9140625,no,no,no,1410,252,146,124,31,167,47,168,48,436.75,5841993,293000.125,324427.3125,432999.75,50486,7.5,59.50000381469727,.1020049378275871
ga,1985,1.929999947547913,6.5,13364.4072265625,61.6513786315918,2.41525411605835,23.86210060119629,.4693199992179871,19.25,.4331699907779694,.1949280053377151,8988.107421875,no,no,no,1361,198,124,95,16,151,37,163,38,400.1300048828125,5976008,294000.21875,324713.53125,439000.46875,53713,7.199999809265137,60.10000228881836,.0524055920541286
ga,1986,1.769999980926514,5.900000095367432,13891.640625,63.30336761474609,2.352941036224365,23.60320091247559,.4845699965953827,20.25,.424589991569519,.1888689994812012,9344.767578125,no,no,no,1530,263,165,119,22,153,41,183,49,463.1300048828125,6099991.5,310999.71875,325000,411999.78125,57003.00390625,7,60.70000076293945,.0652950927615166
ga,1987,1.75,5.5,14306,63.32088851928711,2.279999971389771,23.34709930419922,.5002999901771545,21,.2072799950838089,.1843290030956268,9690.28125,no,no,no,1599,264,164,113,13,134,29,190,49,470.4299926757813,6222007.5,315000.125,324000.1875,411000.09375,60293.00390625,6.199999809265137,61.5,.0648059695959091
ga,1988,1.720000028610229,5.800000190734863,14687.19921875,64.06385040283203,2.194417715072632,23.09379959106445,.5165600180625916,21,.2072799950838089,.1748829931020737,9817.3955078125,no,no,no,1653,272,171,125,15,171,49,170,49,484.8800048828125,6342008,312000.03125,307001.8125,425000,62262,5.5,62.30000305175781,.0443215593695641
id,1982,1.389999985694885,9.800000190734863,11078.7587890625,58.82353210449219,.4027446508407593,1.023689985275269,25.15749931335449,19,0,.2337860018014908,8033.751953125,no,no,no,256,47,24,29,4,38,10,32,13,76.79000091552734,977998.8125,47999.97265625,52247.95703125,69000.015625,7857,9.699999809265137,57.79999923706055,-.054120309650898
id,1983,1.299999952316284,9.800000190734863,11346.330078125,59.85507202148438,.387041300535202,1.03574001789093,24.98789978027344,19,0,.2285510003566742,8387.6416015625,no,no,no,263,44,31,15,4,38,12,36,6,88.27999877929688,988001.25,46999.9921875,51676.6640625,69000.015625,8287,9.600000381469727,57.90000152587891,.0452079996466637
id,1984,1.279999971389771,7.199999809265137,11386.8134765625,61.37339019775391,.3708791136741638,1.047940015792847,24.81959915161133,19,0,.2182359993457794,7775.76806640625,no,no,no,242,34,22,24,2,26,8,33,7,79.66000366210938,999001,47000.02734375,51111.6171875,68000.015625,7768,7.5,59.50000381469727,.0387286804616451
id,1985,1.179999947547913,7.900000095367432,11459.74609375,61.28571701049805,.3575212061405182,1.060279965400696,24.65229988098145,19,0,.2126059979200363,7671.6318359375,no,no,no,255,53,34,17,7,38,13,27,9,73.65000152587891,1005001.3125,47000.015625,50552.75390625,64999.94140625,7710,7.199999809265137,60.10000228881836,.0210429318249226
id,1986,1.120000004768372,8.699999809265137,11541.7958984375,61.10325622558594,.3482972085475922,1.072769999504089,24.4862003326416,19,0,.2073120027780533,7899.20068359375,no,no,no,258,48,35,33,5,31,10,32,9,84.01999664306641,1002000.125,49000.03125,50000,62999.94140625,7915,7,60.70000076293945,-.015105813741684
id,1987,1.059999942779541,8,11859,61.18143081665039,.3375000059604645,1.085399985313416,24.32119941711426,20.5,0,.2022629976272583,8135.2685546875,no,no,no,262,53,39,22,5,34,11,34,11,78.18000030517578,998000.25,48999.95703125,48000.2265625,61000.00390625,8119,6.199999809265137,61.5,.000564252724871
id,1988,1.070000052452087,5.800000190734863,12189.60546875,62.90097808837891,.3248315751552582,1.098180055618286,24.15730094909668,21,0,.1899940073490143,8102.68212890625,no,no,no,257,36,25,22,4,30,6,30,6,72.80000305175781,1003001.1875,48000.03515625,46999.83984375,56999.9765625,8127,5.5,62.30000305175781,.0495874583721161
il,1982,2.039999961853027,11.30000019073486,14743.4365234375,58.07431793212891,.1885441541671753,2.346970081329346,.2333000004291534,21,6.403550148010254,.2093620002269745,5696.53466796875,no,no,no,1651,418,229,106,23,203,80,224,98,532.989990234375,11478031,583000.5625,618339,839999,65385,9.699999809265137,57.79999923706055,-.0399355478584766
il,1983,1.960000038146973,11.39999961853027,14745.4130859375,57.74565887451172,.1811926662921906,2.370810031890869,.2520000040531158,21,6.396309852600098,.2050040066242218,5862.8681640625,no,no,no,1526,362,201,96,18,187,64,195,85,501.1000061035156,11490963,559998.625,605350.75,827000.0625,67370,9.600000381469727,57.90000152587891,.0109066776931286
il,1984,1.929999947547913,9.100000381469727,15390.1103515625,59.13628768920898,.1736263781785965,2.39490008354187,.2721999883651733,21,6.37909984588623,.1955119967460632,6067.5283203125,no,no,no,1547,343,206,99,27,179,62,231,72,462.2799987792969,11521990,541001.3125,592635.25,816000.625,69910,7.5,59.50000381469727,.0689042061567307
il,1985,1.860000014305115,9,15602.75390625,59.70356369018555,.1673728823661804,2.419229984283447,.2939000129699707,21,6.371910095214844,.1921879947185516,6141.67626953125,no,no,no,1534,304,162,73,13,162,45,232,82,396.6900024414063,11534962,529999.4375,580186.875,796998.875,70844,7.199999809265137,60.10000228881836,.0187625400722027
il,1986,1.75,8.100000381469727,15988.6484375,60.34324264526367,.1630547046661377,2.443809986114502,.3174999952316284,21,4.473209857940674,.1855569928884506,6345.77734375,no,no,no,1596,354,207,108,20,178,64,238,98,475.6700134277344,11550988,541000.875,568000,741999.3125,73300,7,60.70000076293945,.0308807697147131
il,1987,1.679999947547913,7.400000095367432,16417,60.9998893737793,.1580000072717667,2.468630075454712,.3429000079631805,21,4.461229801177979,.1825010031461716,6540.84619140625,yes,no,no,1660,326,183,100,18,173,54,225,66,437.1099853515625,11581988,531999.8125,552998.3125,723000.75,75756,6.199999809265137,61.5,.026368385180831
il,1988,1.629999995231628,6.800000190734863,16915.302734375,61.59708404541016,.1520693004131317,2.493710041046143,.3702999949455261,21,4.461229801177979,.1709119975566864,6757.61279296875,yes,no,no,1837,364,228,110,23,210,68,225,63,506.8500061035156,11614013,508001,517994.125,730998.875,78483,5.5,62.30000305175781,.0450503379106522
in,1982,1.440000057220459,11.89999961853027,12282.81640625,56.42292404174805,.30913245677948,1.80443000793457,.3282999992370605,21,0,.2029899954795837,7149.91748046875,yes,no,no,961,235,131,65,21,127,45,141,53,348.8900146484375,5483000.5,284000.28125,310440.28125,412000.03125,39203,9.699999809265137,57.79999923706055,-.0645199194550514
in,1983,1.389999985694885,11.10000038146973,12364.6787109375,56.48422241210938,.2970791161060333,1.859019994735718,.3434000015258789,21,0,.18019799888134,7277.50634765625,yes,no,no,1016,212,130,65,11,130,43,146,56,346.7699890136719,5473990.5,271999.53125,303874.875,404999.78125,39837,9.600000381469727,57.90000152587891,.015555702149868
in,1984,1.389999985694885,8.600000381469727,13008.791015625,58.71964645385742,.2846736311912537,1.91526997089386,.3592000007629395,21,0,.1032859981060028,7478.88720703125,no,no,no,925,191,119,83,20,102,32,137,54,351.4500122070313,5491993.5,263999.9375,297448.28125,399000.46875,41074,7.5,59.50000381469727,.0773051679134369
in,1985,1.389999985694885,7.900000095367432,13161.0166015625,61.43695068359375,.2744205296039581,1.973209977149963,.3758000135421753,21,0,.1851190030574799,7416.2529296875,no,no,no,974,166,93,77,14,109,31,157,52,302.4500122070313,5499003.5,259999.859375,291157.625,388000.1875,40782,7.199999809265137,60.10000228881836,.0168914683163166
in,1986,1.279999971389771,6.699999809265137,13582.04296875,62.45145797729492,.2673405408859253,2.032919883728027,.3930999934673309,21,0,.1204200014472008,7714.322265625,no,no,no,1038,192,131,83,15,119,34,142,55,290.3099975585938,5503011,270000.375,285000,358000.03125,42452,7,60.70000076293945,.0307621546089649
in,1987,1.289999961853027,6.400000095367432,13937,61.92881393432617,.2590529918670654,2.094419956207275,.4111999869346619,21,0,.0976620018482208,7977.2158203125,no,no,no,1055,194,123,100,20,99,32,118,38,254.8600006103516,5531002.5,270000.28125,278998.96875,351000.34375,44122,6.199999809265137,61.5,.0409886389970779
in,1988,1.279999971389771,5.300000190734863,14363.8115234375,63.40649032592773,.249329149723053,2.157789945602417,.4302000105381012,21,0,.0731370002031326,9201.576171875,no,no,no,1101,202,123,90,19,132,36,141,44,322.3999938964844,5556004.5,260999.6875,260001.171875,357999.75,51124,5.5,62.30000305175781,.0364387519657612
